Gene,ensembl_ids
AL356276.1,ENSG00000227217
SPTA1,ENSG00000163554
VANGL2,ENSG00000162738
CCDC181,ENSG00000117477
C1orf116,ENSG00000182795
AL445423.1,ENSG00000272823
AC138393.3,ENSG00000278467
TSNAX-DISC1,ENSG00000270106
AL390860.1,ENSG00000235749
LINC01115,ENSG00000237667
LINC00570,ENSG00000224177
MYCNOS,ENSG00000233718
AC018742.1,ENSG00000233005
AC009228.1,ENSG00000242628
C2orf91,ENSG00000205086
AC106869.1,ENSG00000234690
NRXN1,ENSG00000179915
AC005041.3,ENSG00000272183
AC007681.1,ENSG00000270571
PROM2,ENSG00000155066
AC016738.1,ENSG00000223947
DPP10,ENSG00000175497
TMEM37,ENSG00000171227
PLA2R1,ENSG00000153246
FZD7,ENSG00000155760
AC016708.1,ENSG00000229267
AC098820.3,ENSG00000241520
ABCB6,ENSG00000115657
LINC01907,ENSG00000226125
AC012507.4,ENSG00000283164
AC126118.1,ENSG00000271993
CCR8,ENSG00000179934
AC105265.4,ENSG00000276471
AC117513.1,ENSG00000239572
ZBTB20-AS5,ENSG00000242290
AC073352.1,ENSG00000272662
TRH,ENSG00000170893
ERICH6,ENSG00000163645
LINC02029,ENSG00000241544
RARRES1,ENSG00000118849
AC147067.2,ENSG00000272783
PCDH7,ENSG00000169851
GABRA4,ENSG00000109158
AC097460.1,ENSG00000245322
EMCN,ENSG00000164035
FGF2,ENSG00000138685
LINC01091,ENSG00000249464
GYPA,ENSG00000170180
PLEKHG4B,ENSG00000153404
ADCY2,ENSG00000078295
AC112187.3,ENSG00000271752
HSPB3,ENSG00000169271
CDC20B,ENSG00000164287
AC010501.1,ENSG00000271714
AC008897.3,ENSG00000271815
LINC01337,ENSG00000251221
PCDHGB2,ENSG00000253910
AC008781.2,ENSG00000246422
CARMN,ENSG00000249669
AC138035.2,ENSG00000250765
AL022097.1,ENSG00000270174
AL513548.3,ENSG00000275846
DDR1-DT,
LY6G6F-LY6G6D,
VWA7,ENSG00000204396
CYP21A2,ENSG00000231852
TSPO2,ENSG00000112212
SOGA3,ENSG00000214338
HOXA-AS3,ENSG00000254369
WIPF3,ENSG00000122574
SPATA48,
AC002456.1,ENSG00000223969
DYNC1I1,ENSG00000158560
NPTX2,ENSG00000106236
ANKRD7,ENSG00000106013
SMO,ENSG00000128602
AC245088.2,ENSG00000282939
TRBV10-3,ENSG00000275791
TRBV12-4,
AC004554.2,ENSG00000282840
SRPX,ENSG00000101955
TSPAN7,ENSG00000156298
PAGE2B,ENSG00000238269
LHFPL1,ENSG00000182508
ZCCHC12,ENSG00000174460
ATP2B3,ENSG00000067842
SCARA5,ENSG00000168079
STAR,ENSG00000147465
IDO2,ENSG00000188676
CYP7B1,ENSG00000172817
RHPN1-AS1,ENSG00000254389
MLANA,ENSG00000120215
LURAP1L,ENSG00000153714
OMD,ENSG00000127083
PCAT7,ENSG00000231806
AL161729.2,ENSG00000271314
PTPN3,ENSG00000070159
FAM225B,ENSG00000225684
AL354710.2,ENSG00000239705
PRDM12,ENSG00000130711
KCNT1,ENSG00000107147
AC174065.1,
LRRC4C,ENSG00000148948
PACSIN3,ENSG00000165912
MS4A3,ENSG00000149516
HNRNPUL2-BSCL2,ENSG00000234857
RCOR2,ENSG00000167771
SPTBN2,ENSG00000173898
AP002761.3,ENSG00000257038
AP000446.1,ENSG00000255234
TRPC6,ENSG00000137672
LINC02550,ENSG00000271584
AL161935.1,ENSG00000223834
UNC5B-AS1,ENSG00000237512
IFIT1B,ENSG00000204010
SLC6A13,ENSG00000010379
PLEKHG6,ENSG00000008323
AC006064.1,ENSG00000245667
LINC02471,ENSG00000223914
H1FNT,ENSG00000187166
AC024257.4,ENSG00000273765
AC008121.2,ENSG00000274156
AC010201.1,ENSG00000271259
GALNT4,ENSG00000257594
POC1B-GALNT4,ENSG00000259075
SLC25A30-AS1,ENSG00000251015
LINC00346,ENSG00000255874
MDGA2,ENSG00000139915
AL122125.1,ENSG00000277050
AL357093.2,ENSG00000258752
AL583722.1,ENSG00000256050
MEIS2,ENSG00000134138
EPB42,ENSG00000166947
AC084757.2,ENSG00000259469
SHC4,ENSG00000185634
AC025040.1,ENSG00000259188
AC090970.2,ENSG00000259438
PRTG,ENSG00000166450
AC018904.1,ENSG00000259250
IGDCC3,ENSG00000174498
CEMIP,ENSG00000103888
KIF7,ENSG00000166813
AC068831.6,ENSG00000259661
LINC00923,ENSG00000251209
AC130456.3,ENSG00000260592
NUPR1,ENSG00000176046
AC009107.2,ENSG00000260927
NDRG4,ENSG00000103034
SLC9A5,ENSG00000135740
PDF,ENSG00000258429
VAC14-AS1,ENSG00000214353
MARVELD3,ENSG00000140832
AC138627.1,ENSG00000261404
AC092723.4,
OR3A1,ENSG00000180090
NTN1,ENSG00000065320
AC005899.8,ENSG00000279762
AC060766.6,ENSG00000267711
FKBP10,ENSG00000141756
HSPB9,ENSG00000260325
AC002558.2,ENSG00000261872
LINC00483,ENSG00000167117
AC007638.1,ENSG00000262079
LINC02080,ENSG00000267065
DNAH17,ENSG00000187775
AC087741.2,ENSG00000275479
AP001269.2,ENSG00000267079
AC023043.1,ENSG00000260552
AC090409.2,ENSG00000267316
AL035448.1,ENSG00000236526
SGK2,ENSG00000101049
SLC2A10,ENSG00000197496
AL132822.1,ENSG00000276093
PRTN3,ENSG00000196415
AC011498.6,ENSG00000267769
AC018761.2,ENSG00000267062
PALM3,ENSG00000187867
AC024075.3,ENSG00000269427
FBXO17,ENSG00000269190
AC005393.1,ENSG00000276445
AC010643.1,ENSG00000268686
AC008753.2,ENSG00000269564
TNNI3,ENSG00000129991
AC012313.2,ENSG00000268049
PCDH11Y,ENSG00000099715
AC006946.3,ENSG00000273442
AL021707.3,ENSG00000230149
FAM83F,ENSG00000133477
BX324167.1,ENSG00000235091
CU633906.2,ENSG00000278903
AP001063.1,ENSG00000260256
LINC01783,ENSG00000233421
BRDT,ENSG00000137948
KCNJ3,ENSG00000162989
AC104823.1,ENSG00000224099
AC097359.3,ENSG00000271653
HYAL1,ENSG00000114378
IL17RB,ENSG00000056736
AC128688.2,ENSG00000261488
AC117395.1,ENSG00000182000
PEX5L,ENSG00000114757
NAT8L,ENSG00000185818
AC091946.2,ENSG00000272130
KCTD16,ENSG00000183775
LINC02202,ENSG00000245812
GABRB2,ENSG00000145864
AL157373.2,ENSG00000229896
HCG21,ENSG00000233529
AL445250.1,ENSG00000225096
AL359715.1,ENSG00000219547
AC226118.1,ENSG00000249574
CAMK2B,ENSG00000058404
TRBV23-1,ENSG00000211749
AL354793.1,ENSG00000230105
ADAM32,ENSG00000197140
AC090186.1,ENSG00000272076
LINC01111,ENSG00000254300
ARHGAP39,ENSG00000147799
AL354977.2,ENSG00000237359
AL135786.2,ENSG00000272866
CCL19,ENSG00000172724
TMC1,ENSG00000165091
QRFP,ENSG00000188710
MTRNR2L8,ENSG00000255823
DCDC1,ENSG00000170959
SLC22A9,ENSG00000149742
KCTD14,ENSG00000151364
AL450311.2,ENSG00000236154
CH25H,ENSG00000138135
AL133215.3,ENSG00000273476
AC022395.1,ENSG00000231104
PMEL,ENSG00000185664
LINC02415,ENSG00000248703
SIAH3,ENSG00000215475
AC005520.1,ENSG00000258653
C14orf178,ENSG00000197734
IGHV2-5,ENSG00000211937
IGHV1-69,ENSG00000211973
AC090651.1,ENSG00000261219
AC009554.1,ENSG00000259564
AC103996.2,ENSG00000258831
AC093525.3,ENSG00000260436
CKLF-CMTM1,ENSG00000254788
AC044802.1,ENSG00000246777
TAT-AS1,ENSG00000260886
HSD17B2,ENSG00000086696
VPS9D1-AS1,ENSG00000261373
AC005696.2,ENSG00000272770
KRT36,ENSG00000126337
AC068234.2,ENSG00000276790
WFIKKN2,ENSG00000173714
ST6GALNAC2,ENSG00000070731
AC132938.1,ENSG00000260011
AC118757.1,ENSG00000267627
DOK5,ENSG00000101134
IGLV1-40,ENSG00000211653
IGLV2-23,ENSG00000211660
Z94160.2,ENSG00000272694
TACSTD2,ENSG00000184292
AC099676.1,ENSG00000273478
AC104667.1,ENSG00000227107
AC109587.1,ENSG00000244513
NCBP2-AS1,ENSG00000225578
TMPRSS11E,ENSG00000087128
STOX2,ENSG00000173320
FRG1-DT,
AC034236.3,ENSG00000272265
AL121935.2,
SEPT14,ENSG00000154997
ADGRG2,ENSG00000173698
PHKA1,ENSG00000067177
PENK,ENSG00000181195
LINC01301,ENSG00000251396
C9orf153,ENSG00000187753
MMRN2,ENSG00000173269
CD163L1,ENSG00000177675
AC068987.5,ENSG00000284730
AC078864.2,
PMCH,ENSG00000183395
AL355001.1,ENSG00000223576
PABPC3,ENSG00000151846
ENOX1,ENSG00000120658
EDNRB,ENSG00000136160
AL136961.1,
AL132780.2,ENSG00000258457
LINC02324,ENSG00000255002
PLEKHH1,ENSG00000054690
AK7,ENSG00000140057
AC087473.1,ENSG00000259380
AC009034.1,ENSG00000261113
PPY,ENSG00000108849
AC091551.1,ENSG00000267699
LINC01433,ENSG00000230176
AC011477.4,ENSG00000267581
AC123912.4,ENSG00000268555
ZNF114,ENSG00000178150
Z99916.3,ENSG00000279298
AL022238.3,ENSG00000272834
KCNE1B,ENSG00000276289
PLAC4,ENSG00000280109
TMEM52,ENSG00000178821
AC104458.1,ENSG00000272855
IGSF9,ENSG00000085552
CASQ1,ENSG00000143318
TNR,ENSG00000116147
LINC00582,ENSG00000229228
AC093390.2,ENSG00000284600
PFN4,ENSG00000176732
AC012073.1,ENSG00000271936
LINC01833,ENSG00000259439
AC093159.1,ENSG00000228541
IGKV1-39,ENSG00000242371
ACOXL,ENSG00000153093
AC034198.2,ENSG00000272263
AC072039.2,ENSG00000273455
AC020900.1,ENSG00000249180
AC113382.1,ENSG00000246323
NIPAL4,ENSG00000172548
ZBTB12,ENSG00000204366
LINC00336,ENSG00000197251
FOXP4-AS1,ENSG00000234753
GSTA1,ENSG00000243955
LINC01526,ENSG00000224995
AL365275.1,ENSG00000253194
TMEM244,ENSG00000203756
AC093627.6,ENSG00000242611
TRGV5P,ENSG00000228668
PGAM2,ENSG00000164708
AC211486.5,ENSG00000277675
COL1A2,ENSG00000164692
AOC1,ENSG00000002726
AC005481.1,ENSG00000222012
PTCHD1,ENSG00000165186
AC108879.1,ENSG00000224610
PCDH11X,ENSG00000102290
AC100800.1,ENSG00000187229
CHRNA2,ENSG00000120903
FAM83A,ENSG00000147689
AL591441.1,ENSG00000276128
GDA,ENSG00000119125
LINC01474,ENSG00000236849
AL591368.1,ENSG00000233926
DNAJB13,ENSG00000187726
C10orf67,ENSG00000179133
GPRC5D,ENSG00000111291
KITLG,ENSG00000049130
LINC00571,ENSG00000223685
COL4A2,ENSG00000134871
LINC02327,ENSG00000258038
AC005479.2,ENSG00000259005
IGHV3-13,ENSG00000211942
BICDL2,ENSG00000162069
AC009121.2,ENSG00000263080
AC092115.3,ENSG00000262136
LINC02170,ENSG00000260896
FAM92B,ENSG00000153789
LINC02087,ENSG00000237057
AC023389.1,ENSG00000263657
LHX1,ENSG00000273706
GAREM1,ENSG00000141441
APCDD1L,ENSG00000198768
MUC16,ENSG00000181143
AC123912.1,ENSG00000268081
AC008555.2,ENSG00000269086
AD000671.2,ENSG00000267120
KCNA7,ENSG00000104848
SCARF2,ENSG00000244486
IGLV1-51,ENSG00000211644
LINC00310,ENSG00000227456
SAMD11,ENSG00000187634
AL645608.2,ENSG00000224969
GABRD,ENSG00000187730
HES2,ENSG00000069812
AL354956.1,ENSG00000203469
AL109936.6,
AL050344.1,ENSG00000233755
AL353622.2,ENSG00000271398
RAB42,ENSG00000188060
MATN1,ENSG00000162510
DCDC2B,ENSG00000222046
ZBTB8B,ENSG00000273274
GJA4,ENSG00000187513
ZMYM4-AS1,ENSG00000227409
RHBDL2,ENSG00000158315
AL033527.2,ENSG00000236546
AC098484.3,ENSG00000283580
AC098484.1,ENSG00000228452
AL451062.3,
LINC01389,ENSG00000225762
AL162430.2,ENSG00000236434
ZYG11A,ENSG00000203995
AL136985.3,ENSG00000283445
LINC01135,ENSG00000234807
AC103923.1,ENSG00000235545
GPR88,ENSG00000181656
AL449266.1,ENSG00000274068
GPR61,ENSG00000156097
AL390729.1,ENSG00000224167
AL137856.1,ENSG00000231128
OLFML3,ENSG00000116774
SYT6,ENSG00000134207
SRGAP2-AS1,ENSG00000230806
AC239798.2,ENSG00000234571
AC239803.3,ENSG00000274372
AL391069.1,ENSG00000224645
AL450992.1,ENSG00000229021
S100A1,ENSG00000160678
NUP210L,ENSG00000143552
IQGAP3,ENSG00000183856
AL590666.3,ENSG00000237588
ETV3L,ENSG00000253831
OR10K1,ENSG00000173285
AL451074.6,ENSG00000273365
FMO1,ENSG00000010932
MYOCOS,ENSG00000283683
C1orf105,ENSG00000180999
SLC9C2,ENSG00000162753
AXDND1,ENSG00000162779
LINC01686,ENSG00000261504
AL596220.1,ENSG00000229739
PDC,ENSG00000116703
GPR25,ENSG00000170128
INAVA,ENSG00000163362
AC098936.1,ENSG00000224717
AL445488.1,ENSG00000229258
ESRRG,ENSG00000196482
LINC02474,ENSG00000228437
HHIPL2,ENSG00000143512
LEFTY2,ENSG00000143768
AL136988.1,ENSG00000224407
RYR2,ENSG00000198626
AL451007.3,ENSG00000284188
AL451007.2,ENSG00000282317
AC138089.1,ENSG00000229255
OR2T11,ENSG00000279301
AC092159.2,ENSG00000233296
AC010904.2,ENSG00000272002
LINC00298,ENSG00000235665
AC080162.1,ENSG00000239300
AC104794.4,ENSG00000271787
GREB1,ENSG00000196208
AC008073.1,ENSG00000223754
AC104699.1,ENSG00000224220
AC013472.3,ENSG00000272056
TCF23,ENSG00000163792
AC104695.2,ENSG00000270210
AC018693.1,ENSG00000225284
TMEM178A,ENSG00000152154
AC073283.1,ENSG00000225187
AC009971.1,ENSG00000282828
AC018462.1,ENSG00000229839
LINC01873,ENSG00000232164
AC016700.3,ENSG00000233060
CD207,ENSG00000116031
DQX1,ENSG00000144045
IGKV2-30,ENSG00000243238
ASTL,ENSG00000188886
VWA3B,ENSG00000168658
LONRF2,ENSG00000170500
IL1RL1,ENSG00000115602
MALL,ENSG00000144063
AC012442.1,ENSG00000228251
AC016683.1,ENSG00000234174
AC009303.2,ENSG00000235066
AC068282.1,ENSG00000236682
AC073869.3,ENSG00000273073
LY75-CD302,ENSG00000248672
CCDC173,ENSG00000154479
AC012594.1,ENSG00000231898
AC007405.1,ENSG00000234350
AC078883.2,ENSG00000226963
LINC01960,ENSG00000260868
AC010894.4,ENSG00000237798
AC010680.5,ENSG00000271401
RFTN2,ENSG00000162944
AC079354.3,ENSG00000231903
MYOSLID,ENSG00000229647
AC009226.1,ENSG00000223725
AC068051.1,ENSG00000197585
MOGAT1,ENSG00000124003
AC073641.1,ENSG00000228802
SCYGR4,
HTR2B,ENSG00000135914
AC073254.1,ENSG00000237126
AC013726.1,ENSG00000259793
TRPM8,ENSG00000144481
GRM7,ENSG00000196277
ATP2B2,ENSG00000157087
MKRN2OS,ENSG00000225526
HDAC11-AS1,ENSG00000244502
LINC01967,ENSG00000235493
AC112220.3,ENSG00000271324
AC123023.1,ENSG00000236452
AC099329.3,ENSG00000280571
TGM4,ENSG00000163810
CCDC36,ENSG00000173421
LSMEM2,ENSG00000179564
SPATA12,ENSG00000186451
PRICKLE2-AS3,ENSG00000226017
MAGI1,ENSG00000151276
SAMMSON,ENSG00000240405
AC097634.2,ENSG00000274387
LINC00971,ENSG00000242641
CADM2,ENSG00000175161
ST3GAL6-AS1,ENSG00000239445
COL8A1,ENSG00000144810
LINC01990,ENSG00000273125
HHLA2,ENSG00000114455
MORC1,ENSG00000114487
AC078785.1,ENSG00000240057
AC108693.2,ENSG00000242659
UPK1B,ENSG00000114638
ARHGAP31-AS1,ENSG00000241155
AC112503.2,ENSG00000273454
ALDH1L1,ENSG00000144908
KLF15,ENSG00000163884
KBTBD12,ENSG00000187715
RUVBL1-AS1,ENSG00000239608
GRK7,ENSG00000114124
LINC02067,ENSG00000240567
CLDN11,ENSG00000013297
AC068759.1,ENSG00000237473
LINC01209,ENSG00000228308
LINC00501,ENSG00000203645
AC007823.1,ENSG00000260743
AC069431.1,ENSG00000240063
AC131235.4,ENSG00000273181
AC072022.1,ENSG00000223401
UTS2B,ENSG00000188958
AC128709.2,ENSG00000235126
AC024560.3,ENSG00000273308
AC105415.1,ENSG00000248516
AC092436.4,ENSG00000250541
C4orf19,ENSG00000154274
AC079921.2,ENSG00000249685
AC096586.2,ENSG00000273369
GABRB1,ENSG00000163288
CNGA1,ENSG00000198515
AC023154.1,ENSG00000248115
AC110615.1,ENSG00000229717
PPEF2,ENSG00000156194
LINC02267,ENSG00000248510
STPG2,ENSG00000163116
MTTP,ENSG00000138823
AC096564.1,ENSG00000245293
LRIT3,ENSG00000183423
AC106864.1,ENSG00000249532
AC021205.3,ENSG00000273007
AC096711.2,ENSG00000251555
AC096711.1,ENSG00000249463
FREM3,ENSG00000183090
AC108935.1,ENSG00000250357
AC092611.2,ENSG00000251603
GLRB,ENSG00000109738
TRIM60,ENSG00000176979
GK3P,ENSG00000229894
CPE,ENSG00000109472
HAND2-AS1,ENSG00000237125
GLRA3,ENSG00000145451
ADAM29,ENSG00000168594
CLDN22,ENSG00000177300
AC026412.3,ENSG00000271119
AC091891.2,
BASP1-AS1,
AC026785.2,ENSG00000248223
AC093274.1,ENSG00000249359
AC025178.1,ENSG00000250764
NIM1K,ENSG00000177453
AC114947.2,ENSG00000261604
AC008937.2,ENSG00000237705
RAB3C,ENSG00000152932
AC008972.2,ENSG00000272081
AC008897.2,ENSG00000247372
BHMT2,ENSG00000132840
AC008434.1,ENSG00000249655
AC018754.1,ENSG00000272367
AC123595.1,ENSG00000234292
AC108102.1,ENSG00000272406
MIR583HG,ENSG00000250551
EPB41L4A-DT,
LMNB1-DT,
MATR3,ENSG00000015479
CXXC5-AS1,ENSG00000250635
PSD2,ENSG00000146005
PCDHGA7,ENSG00000253537
PCDHGA12,ENSG00000253159
PCDHGC3,ENSG00000240184
SPINK9,ENSG00000204909
AFAP1L1,ENSG00000157510
GABRG2,ENSG00000113327
SLIT3,ENSG00000184347
LINC01366,ENSG00000235172
EFCAB9,ENSG00000214360
CPLX2,ENSG00000145920
SLC34A1,ENSG00000131183
AL031768.1,ENSG00000272465
AL158198.1,ENSG00000227803
U91328.2,ENSG00000272462
HIST1H4L,ENSG00000275126
ZBED9,ENSG00000232040
AL645937.4,
TRIM40,ENSG00000204614
HCG17,ENSG00000270604
PSORS1C1,ENSG00000204540
SAPCD1-AS1,ENSG00000235663
HLA-DQB2,ENSG00000232629
AL645941.3,ENSG00000263756
RPS10-NUDT3,ENSG00000270800
GUCA1B,ENSG00000112599
MYMX,ENSG00000262179
RHAG,ENSG00000112077
AL121972.1,ENSG00000218459
AL589666.1,ENSG00000271793
GABRR2,ENSG00000111886
FAXC,ENSG00000146267
AL445224.1,ENSG00000234117
CALHM5,
AL138828.1,ENSG00000237596
AL591468.1,ENSG00000226004
AL590867.1,ENSG00000213121
AL355297.3,ENSG00000271265
AL390955.2,ENSG00000271040
MAS1,ENSG00000130368
AC073957.2,ENSG00000257607
AC093620.1,ENSG00000241269
RSPH10B,ENSG00000155026
AC079742.1,ENSG00000232581
AC073343.2,ENSG00000228010
AC011287.1,ENSG00000229618
AC004593.3,
ELMO1-AS1,ENSG00000224101
PKD1L1,ENSG00000158683
AC092647.5,ENSG00000249773
AC118758.3,ENSG00000279072
AC074183.1,
SEMA3D,ENSG00000153993
LRRD1,ENSG00000240720
ERVW-1,ENSG00000242950
CALCR,ENSG00000004948
AC002429.2,ENSG00000236197
TMEM130,ENSG00000166448
AC004834.1,ENSG00000284523
AC092849.2,ENSG00000241357
AC092849.1,ENSG00000240211
AC093668.3,
NFE4,ENSG00000230257
AC073934.1,ENSG00000240790
MESTIT1,
TSGA13,ENSG00000213265
AC018643.1,ENSG00000225144
TAS2R5,ENSG00000127366
TRBV11-2,ENSG00000241657
TRBV6-6,ENSG00000211724
MTRNR2L6,ENSG00000270672
CTAGE15,ENSG00000271079
OR2A25,ENSG00000221933
AL683807.2,
WWC3-AS1,ENSG00000225076
MID1,ENSG00000101871
FAM9C,ENSG00000187268
MAP3K15,ENSG00000180815
TAB3-AS2,ENSG00000235512
LINC01204,ENSG00000229563
RGN,ENSG00000130988
ZNF157,ENSG00000147117
SHROOM4,ENSG00000158352
OTUD6A,ENSG00000189401
XIST,ENSG00000229807
SLC16A2,ENSG00000147100
DIAPH2-AS1,ENSG00000236256
AL035427.1,ENSG00000270050
ALG13-AS1,ENSG00000229487
LINC01285,ENSG00000203650
AC244197.3,ENSG00000241489
BX546450.2,ENSG00000270052
PNMA6F,ENSG00000225110
FAM85B,ENSG00000253893
AC103957.2,ENSG00000254153
AC104964.1,ENSG00000253678
SLC18A1,ENSG00000036565
AC023202.1,ENSG00000253891
AC108449.1,ENSG00000254129
LINC02099,ENSG00000253490
AC087362.1,ENSG00000254898
AC113133.1,ENSG00000253389
AC084082.1,ENSG00000253190
CPA6,ENSG00000165078
MIR2052HG,ENSG00000254349
PI15,ENSG00000137558
HEY1,ENSG00000164683
AC009686.1,ENSG00000254205
AC011773.1,ENSG00000254208
AC011773.3,ENSG00000258256
CALB1,ENSG00000104327
LINC00534,ENSG00000253394
AP003692.1,ENSG00000254307
AC068189.1,ENSG00000245080
C8orf37-AS1,ENSG00000253773
AP000426.1,ENSG00000253629
AP005717.1,ENSG00000245330
AC108136.1,ENSG00000255325
LINC01151,ENSG00000253819
AC100858.3,ENSG00000255491
AC022973.3,ENSG00000254263
AC105180.1,ENSG00000253627
AC067930.2,
FOXH1,ENSG00000160973
AL359076.1,ENSG00000236199
ACER2,ENSG00000177076
FOCAD-AS1,ENSG00000227071
IFNB1,ENSG00000171855
ELAVL2,ENSG00000107105
LRRC19,ENSG00000184434
TAF1L,ENSG00000122728
C9orf131,ENSG00000174038
AL353795.2,ENSG00000234181
AL935212.1,ENSG00000204814
C9orf41-AS1,ENSG00000203321
PCA3,ENSG00000225937
AL158152.2,ENSG00000269946
NUTM2G,ENSG00000188152
COL15A1,ENSG00000204291
ALDOB,ENSG00000136872
AL359182.1,ENSG00000226334
FRRS1L,ENSG00000260230
AL162414.1,ENSG00000227531
C9orf84,ENSG00000165181
PAPPA-AS1,ENSG00000256040
AL356309.2,ENSG00000233721
HMCN2,ENSG00000148357
BX649632.1,ENSG00000273249
AL355574.1,ENSG00000238058
CCDC187,ENSG00000260220
CR392000.2,ENSG00000283769
AL592301.1,ENSG00000227512
LCN10,ENSG00000187922
AC136475.2,ENSG00000254910
CEND1,ENSG00000184524
AP006621.1,ENSG00000255108
AC068580.3,ENSG00000235027
OR51M1,ENSG00000184698
OLFML1,ENSG00000183801
AC080023.1,ENSG00000254554
AC023946.1,ENSG00000255351
AC079329.1,ENSG00000254680
SAA2,ENSG00000134339
BDNF,ENSG00000176697
CD44-AS1,ENSG00000255443
AC024475.1,ENSG00000254653
F2,ENSG00000180210
KF459542.1,ENSG00000231880
BTBD18,ENSG00000233436
GLYATL2,ENSG00000156689
AP003721.1,ENSG00000256196
RAB3IL1,ENSG00000167994
AP003306.2,ENSG00000255118
LRRN4CL,ENSG00000177363
SPDYC,ENSG00000204710
ACTN3,ENSG00000248746
SYT12,ENSG00000173227
C11orf72,ENSG00000184224
AC004923.4,ENSG00000255306
AP002992.1,ENSG00000255236
AP000879.1,ENSG00000254721
LINC01537,ENSG00000227467
SLCO2B1,ENSG00000137491
AP001972.1,ENSG00000254429
AP002812.2,ENSG00000254459
AP002812.5,ENSG00000255449
CCDC89,ENSG00000179071
AP000654.1,ENSG00000269895
GPR83,ENSG00000123901
MMP1,ENSG00000196611
AP003170.4,ENSG00000256603
AP000646.1,
KCNJ5,ENSG00000120457
AP000911.2,ENSG00000254481
AL451164.2,ENSG00000236968
AL158210.1,ENSG00000225948
ACBD7,ENSG00000176244
AL450384.1,ENSG00000225527
AC069549.1,ENSG00000238246
AL158211.4,ENSG00000272516
SPAG6,ENSG00000077327
ZNF32-AS1,ENSG00000226245
ZNF32-AS2,ENSG00000230565
FO681492.1,ENSG00000277758
AC024600.1,ENSG00000224714
SYNPO2L,ENSG00000166317
AC022400.1,ENSG00000224195
AC022540.1,ENSG00000232342
LINC00595,ENSG00000230417
NUTM2B,ENSG00000188199
NUTM2D,ENSG00000214562
CYP2C8,ENSG00000138115
LOXL4,ENSG00000138131
AL133353.1,ENSG00000229278
DNMBP-AS1,ENSG00000227695
AL133352.1,ENSG00000255339
AL358790.1,ENSG00000282772
AL139339.2,ENSG00000273485
CASC2,ENSG00000177640
PRLHR,ENSG00000119973
AL161645.1,ENSG00000278518
KCNA5,ENSG00000130037
AC092746.1,ENSG00000255801
TAS2R13,ENSG00000212128
TAS2R46,ENSG00000226761
AC092112.1,ENSG00000256084
AC012150.1,ENSG00000257258
AC004466.3,ENSG00000276691
C12orf54,ENSG00000177627
KRT6B,ENSG00000185479
HOXC5,ENSG00000172789
AC068789.1,ENSG00000257824
APOF,ENSG00000175336
MIP,ENSG00000135517
AC137834.2,ENSG00000276727
AC084357.2,ENSG00000249753
AC025262.1,ENSG00000215159
LLPH-DT,
AC083809.1,ENSG00000277247
NAV3,ENSG00000067798
AC073569.1,ENSG00000258044
AC126178.1,ENSG00000257194
AC012464.3,ENSG00000271382
AC073655.1,ENSG00000258172
AC007298.2,ENSG00000257878
AC007298.1,ENSG00000257715
LINC02452,ENSG00000283422
SVOP,ENSG00000166111
AC084876.1,ENSG00000277299
AC131238.1,ENSG00000274859
AC117503.1,ENSG00000239215
AC108704.1,ENSG00000274695
RIMBP2,ENSG00000060709
AC073912.2,ENSG00000256299
GALNT9,ENSG00000182870
AL590787.1,ENSG00000260509
LINC02340,ENSG00000275294
AL354809.1,ENSG00000273507
VWA8-AS1,ENSG00000278338
MED4-AS1,ENSG00000229111
AL392048.1,ENSG00000277684
SERPINE3,ENSG00000253309
RNF219-AS1,ENSG00000234377
GPC5,ENSG00000179399
F7,ENSG00000057593
GAS6-DT,
AL133371.2,ENSG00000258810
OR10G3,ENSG00000169208
TRDV3,ENSG00000256590
RNF212B,ENSG00000215277
DHRS2,ENSG00000100867
AL133163.2,ENSG00000258860
LINC02315,ENSG00000251363
AL121809.2,ENSG00000278147
AL591767.1,ENSG00000258400
AL358333.2,ENSG00000258928
AL355073.1,ENSG00000259483
AL157756.1,ENSG00000254718
AL161756.3,ENSG00000284664
SLC10A1,ENSG00000100652
HEATR4,ENSG00000187105
LINC00642,ENSG00000233208
AL133240.1,ENSG00000258481
UNC79,ENSG00000133958
AL163932.1,ENSG00000259097
AL133523.1,ENSG00000258982
AL137779.2,ENSG00000259088
LINC02280,ENSG00000260792
IGHV3-20,ENSG00000211946
IGHV1-46,ENSG00000211962
IGHV3-53,ENSG00000211967
GOLGA6L6,ENSG00000277322
AC124312.3,
AC055876.5,ENSG00000271616
GOLGA8K,ENSG00000249931
AC020661.3,ENSG00000259463
AC020659.2,ENSG00000250379
AC068724.3,ENSG00000281269
AC025430.1,ENSG00000259563
AC012170.2,ENSG00000259298
USP50,ENSG00000170236
GLDN,ENSG00000186417
AC092755.2,ENSG00000259238
TPM1-AS,
IGDCC4,ENSG00000103742
AC055855.1,
AC009690.1,ENSG00000260729
CD276,ENSG00000103855
ISLR2,ENSG00000167178
AC105020.2,ENSG00000260206
AC105020.1,ENSG00000203392
TMEM266,ENSG00000169758
AC104758.2,ENSG00000259792
ST20-MTHFS,ENSG00000259332
CTXND1,ENSG00000259417
CFAP161,ENSG00000156206
AC025219.1,ENSG00000259445
ADAMTSL3,ENSG00000156218
AC087286.2,ENSG00000259367
AC021739.4,ENSG00000259544
AC021739.3,ENSG00000259416
NTRK3,ENSG00000140538
AC013565.3,ENSG00000261407
